Class,Location,Day/Time
PHYS 6M - 03   Intro Phys II Lab,LAB: Thimann Lab 127,Tu 01:30PM-03:30PM
PHYS 6M - 04   Intro Phys II Lab,LAB: Thimann Lab 127,Tu 04:00PM-06:00PM
PHYS 6M - 05   Intro Phys II Lab,LAB: Thimann Lab 127,Tu 06:30PM-08:30PM
PHYS 6M - 06   Intro Phys II Lab,LAB: Thimann Lab 127,W 08:30AM-10:30AM
PHYS 6M - 07   Intro Phys II Lab,LAB: Thimann Lab 127,W 01:30PM-03:30PM
PHYS 6M - 08   Intro Phys II Lab,LAB: Thimann Lab 127,W 04:00PM-06:00PM
PHYS 6M - 09   Intro Phys II Lab,LAB: Thimann Lab 127,W 06:30PM-08:30PM
PHYS 6N - 01   Intro Phys III Lab,LAB: Thimann Lab 115,Tu 08:30AM-10:30AM
PHYS 6N - 02   Intro Phys III Lab,LAB: Thimann Lab 115,Tu 11:00AM-01:00PM
PHYS 6N - 03   Intro Phys III Lab,LAB: Thimann Lab 115,Tu 01:30PM-03:30PM
PHYS 6N - 04   Intro Phys III Lab,LAB: Thimann Lab 115,Tu 04:00PM-06:00PM
PHYS 6N - 05   Intro Phys III Lab,LAB: Thimann Lab 115,Tu 06:30PM-08:30PM
PHYS 6N - 06   Intro Phys III Lab,LAB: Thimann Lab 115,W 08:30AM-10:30AM
PHYS 6N - 07   Intro Phys III Lab,LAB: Thimann Lab 115,W 01:30PM-03:30PM
PHYS 6N - 08   Intro Phys III Lab,LAB: Thimann Lab 115,W 04:00PM-06:00PM
PHYS 6N - 09   Intro Phys III Lab,LAB: Thimann Lab 115,W 06:30PM-08:30PM
PHYS 9B - 01   Intro Research Phys,SEM: Sci & Engr Library 206,MWF 01:20PM-02:25PM
PHYS 11 - 01   Physicist in Indust,SEM,Cancelled Cancelled
PHYS 105 - 01   Mechanics,LEC: Thim Lecture 001,MWF 08:00AM-09:05AM
PHYS 116C - 01   Math Method Physics,LEC: PhysSciences 114,MWF 10:40AM-11:45AM
PHYS 133 - 01   Intermediate Lab,LAB: Nat Sci 2 110,TuTh 09:30AM-01:15PM
PHYS 133 - 02   Intermediate Lab,LAB: Nat Sci 2 110,TuTh 01:30PM-05:15PM
PHYS 134 - 01   Physics Adv Lab,LAB: Nat Sci 2 110,MW 08:00AM-11:45AM
PHYS 135 - 01   Astrophys Adv Lab,LAB: Thimann Lab 391,TuTh 01:30PM-03:05PM
PHYS 150 - 01   Quantum Computing,LEC: Porter Acad 148,MW 05:20PM-06:55PM
PHYS 156 - 01   Applic Quant Materials,LEC: J Baskin Engr 372,TuTh 05:20PM-06:55PM
PHYS 171 - 01   Genl Relativity,LEC: PhysSciences 136,TuTh 11:40AM-01:15PM
PHYS 182 - 01   Sci Comm Physics,SEM: ISB 231,TuTh 09:50AM-11:25AM
PHYS 216 - 01   Non-Rel Quant Mech,LEC: ISB 231,TuTh 11:40AM-01:15PM
PHYS 219 - 01   Statistical Physics,LEC: ISB 231,MW 10:10AM-11:50AM
PHYS 224 - 01   PartclAstro&Cosmolgy,LEC: ISB 231,TuTh 08:00AM-09:35AM
PHYS 232 - 01   Condense Matter Phy,LEC,Cancelled Cancelled
PHYS 291C - 01   Particle Physics,SEM: TBD In Person,Day and Time:
PHYS 291D - 01   Exp Collider Phys,SEM: TBD In Person,Day and Time:
PHYS 291E - 01   Applied Physics,SEM: TBD In Person,Day and Time:
PHYS 291F - 01   Particle Astrophys,SEM: TBD In Person,Day and Time:
PHYS 291G - 01   Cond Matter Physics,SEM: TBD In Person,Day and Time:
PHYS 292 - 01   Seminar,SEM: N. Sci Annex 101,Th 03:20PM-04:55PM
POLI 60 - 01   ComparativePolitics,LEC: Kresge Acad 3201,MWF 02:40PM-03:45PM
POLI 70 - 01   Global Politics,LEC: ClassroomUnit 001,MWF 12:00PM-01:05PM
POLI 100 - 01   Politics Writing Sem,SEM: Cowell Acad 223,TuTh 05:20PM-06:55PM
POLI 101 - 01   Political Data,LEC: Soc Sci 2 179,MW 07:10PM-08:45PM
POLI 103 - 01   Feminist Intervntns,LEC: Soc Sci 2 179,TuTh 09:50AM-11:25AM
POLI 104 - 01   Pol Phil after 1968,LEC: Cowell Acad 113,TuTh 03:20PM-04:55PM
POLI 105B - 01   EarlyMod Pol Thought,LEC: Thim Lecture 001,TuTh 11:40AM-01:15PM
POLI 111B - 01   Civil Liberties,LEC: Kresge Acad 3201,TuTh 01:30PM-03:05PM
POLI 120C - 01   Capit Amer Pol Dev,LEC: Steven Acad 150,MWF 09:20AM-10:25AM
POLI 124 - 01   Econ Inequality Amer,LEC: Soc Sci 2 179,MW 05:20PM-06:55PM
POLI 133 - 01   Law of Democracy,LEC: PhysSciences 130,MW 07:10PM-08:45PM
POLI 140D - 01   Politics/East Asia,LEC: Merrill Acad 102,MW 05:20PM-06:55PM
POLI 144 - 01   Andean Politics,LEC: Cowell Com 132,TuTh 03:20PM-04:55PM
POLI 146 - 01   Sub-Saharan Africa,LEC: Soc Sci 2 179,MWF 10:40AM-11:45AM
"POLI 160C - 01   Secur,Conf,Viol,War",LEC: Oakes Acad 105,TuTh 05:20PM-06:55PM
POLI 175 - 01   Human Rights,LEC: R Carson Acad 240,TuTh 07:10PM-08:45PM
POLI 179 - 01   Climate Politics,LEC: ISB 221,MWF 01:20PM-02:25PM
POLI 182 - 01   The Power to Punish,LEC,Cancelled Cancelled
POLI 184 - 01   Shariah/PolThinking,LEC: Kresge Acad 3101,TuTh 11:40AM-01:15PM
POLI 190A - 01   Manufacture of Consent,SEM: Crown Clrm 203,MW 05:20PM-06:55PM
POLI 190H - 01   Substance Of Dmcrcy,SEM: Cowell Acad 216,TuTh 01:30PM-03:05PM
POLI 190M - 01   Poli in Am. States,SEM: Merrill Acad 002,TuTh 09:50AM-11:25AM
POLI 204 - 01   Bodies in History,SEM: Merrill Acad 134,Th 04:00PM-07:00PM
POLI 261 - 01   Contemp Chinese Poli,SEM: Merrill Acad 134,Tu 05:00PM-08:00PM
PRTR 20 - 01   Deciding,SEM: Online,M 02:40PM-03:45PM
PRTR 45 - 01   Archives In Place,STU: Commun Bldg 113,Tu 01:30PM-04:30PM
PRTR 95A - 01   Arts Ed in Communty,SEM: Porter Acad 241,TuTh 09:50AM-11:25AM
PRTR 132 - 01   Writing the Future,LEC: Porter Acad 241,TuTh 01:30PM-03:05PM
PRTR 151 - 01   The Deep Read,SEM: Cowell Com 134,TuTh 09:50AM-11:25AM
PSYC 1 - 01   Intro Psychology,LEC: Humn Lecture Hall,TuTh 09:50AM-11:25AM
PSYC 2 - 01   Intro Psyc Stats,LEC: Steven Acad 150,TuTh 08:00AM-09:35AM
PSYC 10 - 01   Intro Develop Psych,LEC: Oakes Acad 105,TuTh 01:30PM-03:05PM
PSYC 10 - 02   Intro Develop Psych,LEC: Steven Acad 150,TuTh 11:40AM-01:15PM
PSYC 20 - 01   Cogn: Fund Theories,LEC: Media Theater M110,MWF 01:20PM-02:25PM
PSYC 100 - 01   Research Methods,LEC: Thim Lecture 003,MWF 12:00PM-01:05PM
PSYC 102 - 01   Adolescent Develop,LEC: Steven Acad 150,MWF 10:40AM-11:45AM
PSYC 105 - 01   Children's Thinking,LEC: Porter Acad 148,TuTh 09:50AM-11:25AM
PSYC 116 - 01   Tech Culture Dev,LEC: J Baskin Engr 152,TuTh 01:30PM-03:05PM
PSYC 119A - 01   Sociocultural Devmt,SEM: McHenry Lib 1350,MWF 12:00PM-01:05PM
PSYC 119I - 01   Narrative Developmt,SEM: J Baskin Engr 165,MW 05:20PM-06:55PM
PSYC 119Q - 01   Perspectives on Autism,SEM: Soc Sci 1 161,TuTh 03:20PM-04:55PM
PSYC 121 - 01   Perception,LEC: Media Theater M110,TuTh 05:20PM-06:55PM
PSYC 123 - 01   Cognitive Neurosci,LEC: J Bask Aud 101,TuTh 05:20PM-06:55PM
PSYC 129 - 01   Learning and Memory,LEC: Thim Lecture 003,TuTh 03:20PM-04:55PM
PSYC 139L - 01   Illusions,SEM: J Baskin Engr 165,TuTh 05:20PM-06:55PM
PSYC 139R - 01   Soc Frames of Memory,SEM: J Baskin Engr 156,TuTh 01:30PM-03:05PM
PSYC 139S - 01   BrainWaves & Cognition,LEC: J Baskin Engr 165,TuTh 03:20PM-04:55PM
PSYC 140H - 01   Sexual Identity/Soc,LEC: Kresge Acad 3201,TuTh 05:20PM-06:55PM
PSYC 140Q - 01   Soc Psy Gendr,LEC: Steven Acad 150,MWF 08:00AM-09:05AM
PSYC 143 - 01   Intergroup Relations,LEC: Soc Sci 2 071,MWF 12:00PM-01:05PM
PSYC 147B - 01   Psych and Law,LEC: Thim Lecture 003,M 05:20PM-08:20PM
PSYC 159E - 01   Peace Psychology,SEM: Soc Sci 1 161,MWF 09:20AM-10:25AM
PSYC 159P - 01   Environmental Racism,SEM,Cancelled Cancelled
PSYC 159R - 01   AchievementDisparity,SEM: Soc Sci 1 149,TuTh 05:20PM-06:55PM
PSYC 160 - 01   Psychopharmacology,LEC: J Bask Aud 101,TuTh 07:10PM-08:45PM
PSYC 178 - 01   Nutritional Psychology,LEC: Thim Lecture 003,TuTh 08:00AM-09:35AM
PSYC 181 - 01   Psych Data Analysis,LEC: Steven Acad 150,TuTh 09:50AM-11:25AM
PSYC 210 - 01   Exper Methd Soc Psy,SEM: Soc Sci 2 104,M 01:30PM-04:30PM
PSYC 211C - 01   Comm in Social Psyc,SEM: Soc Sci 2 104,W 01:30PM-03:15PM
PSYC 214B - 01   Adv Multivar Techni,SEM: Crown Clrm 104,MW 05:20PM-06:55PM
PSYC 224C - 01   Proseminar: Cognitive,SEM: Soc Sci 2 415,W 01:30PM-04:30PM
PSYC 225C - 01   Intr Dev Reserch III,SEM: Soc Sci 2 215,M 08:30AM-11:30AM
PSYC 230 - 01   Cogni Psych Seminar,SEM: Soc Sci 2 121,F 10:15AM-11:45AM
PSYC 231 - 01   Social Psych Sem,SEM: Soc Sci 2 121,M 10:15AM-11:45AM
PSYC 242 - 01   Dev Psyc Seminar,SEM: Soc Sci 2 121,M 03:30PM-05:00PM
PSYC 246 - 01   Cultrl Diver Hum Dev,SEM: Soc Sci 2 104,Tu 03:20PM-06:20PM
PSYC 252 - 01   Spec Top: Cognitive,SEM: Merrill Acad 002,Th 12:00PM-03:00PM
PSYC 290B - 01   Adv Devel Research,SEM: Soc Sci 2 221,M 09:15AM-10:30AM
PUNJ 3 - 01   Punjabi: First Year 3,LEC: Online,TuTh 07:10PM-08:45PM
SCIC 100 - 01   Sci Comm / Scientists,SEM: Online,Day and Time:
SCIC 200 - 01   Intro Sci Comm,SEM: Online,Day and Time:
SCIC 201C - 01   Profile/Essay Writng,SEM: KresgeAnnex A 118,TuTh 10:30AM-12:15PM
SCIC 201D - 01   Plicy/Investig Reprt,SEM: KresgeAnnex A 118,TuTh 08:30AM-10:15AM
SOCD 201C - 01   Soc Doc Proj Plan,SEM: TBD In Person,W 12:30PM-03:30PM
SOCD 294C - 01   Prod/Anlysis/Editng,SEM: TBD In Person,Tu 03:20PM-06:20PM
SOCY 1 - 01   Intro Sociology,LEC: ClassroomUnit 001,TuTh 09:50AM-11:25AM
SOCY 105B - 01   Contem Soc Theory,LEC: Kresge Acad 3201,TuTh 11:40AM-01:15PM
SOCY 107B - 01   Projects/Grants,LEC: Soc Sci 2 179,TuTh 05:20PM-06:55PM
SOCY 107F - 01   Enterprise & Proj Mgmt,LAB: Soc Sci 2 047,M 05:20PM-06:55PM
SOCY 120 - 01   Gendr/Race/Sex/Cltrl,LEC: Online,TuTh 08:00AM-09:35AM
SOCY 126 - 01   Sex as Soc Prac & Rep,LEC: Online,TuTh 09:50AM-11:25AM
SOCY 127P - 01   SocDrugs/Bots/Pharm,LEC: Porter Acad 144,MWF 10:40AM-11:45AM
SOCY 139T - 01   Research Practicum,SEM: Porter Acad 148,TuTh 03:20PM-04:55PM
SOCY 143 - 01   Black Botanical Med,LEC,Cancelled Cancelled
SOCY 148 - 01   Ed Inequality,SEM: Crown Clrm 208,MWF 12:00PM-01:05PM
SOCY 154 - 01   SOCY of Anti-Fat Bias,LEC: Steven Acad 175,MW 01:20PM-02:25PM
SOCY 167 - 01   Devel & Underdevelp,LEC: R Carson Acad 250,TuTh 11:40AM-01:15PM
SOCY 168 - 01   Social Justice,LEC: Porter Acad 148,TuTh 08:00AM-09:35AM
SOCY 175 - 01   Technology and Labor,LEC: Oakes Acad 106,Tu 01:30PM-03:05PM
SOCY 177E - 01   Eco-Metropolis,SEM: R Carson Acad 250,TuTh 01:30PM-03:05PM
SOCY 196S - 01   Senior Seminar,SEM: Oakes Acad 101,WF 01:20PM-02:25PM
SOCY 196S - 02   Senior Seminar,SEM: Porter Acad 249,Tu 03:20PM-04:55PM
SOCY 196S - 03   Senior Seminar,SEM: Oakes Acad 101,TuTh 05:20PM-06:55PM
SOCY 196S - 04   Senior Seminar,SEM: Oakes Acad 101,Tu 01:30PM-04:30PM
SOCY 200C - 01   Social Theory 3,SEM: R Carson Acad 301,W 02:00PM-05:00PM
SOCY 208 - 01   Writing Practicum,SEM: R Carson Acad 301,M 01:00PM-04:00PM
SOCY 290 - 01   Adv Socio Analysis,SEM: R Carson Acad 301,W 10:00AM-01:00PM
SOCY 290 - 02   Adv Socio Analysis,SEM: R Carson Acad 301,F 10:00AM-01:00PM
SOCY 290W - 01   Soc Analysis Work Grp,SEM: R Carson Acad 301,M 10:00AM-12:00PM
SPAN 1 - 01   Spanish: First Year,LEC: Soc Sci 2 165,MWF 09:20AM-10:25AM
SPAN 2 - 01   Spanish: First Year,LEC: Soc Sci 2 159,MWF 09:20AM-10:25AM
SPAN 2 - 02   Spanish: First Year,LEC: Soc Sci 2 159,MWF 10:40AM-11:45AM
SPAN 3 - 01   Spanish: First Year,LEC: Merrill Acad 132,MWF 01:20PM-02:25PM
SPAN 3 - 02   Spanish: First Year,LEC: Merrill Acad 132,MWF 02:40PM-03:45PM
SPAN 3 - 03   Spanish: First Year,LEC,Cancelled Cancelled
SPAN 4 - 01   Spanish: Second Year,LEC: Soc Sci 2 165,MWF 10:40AM-11:45AM
SPAN 4 - 02   Spanish: Second Year,LEC: Steven Acad 151,MWF 12:00PM-01:05PM
SPAN 4 - 03   Spanish: Second Year,LEC: Steven Acad 151,MWF 01:20PM-02:25PM
SPAN 5 - 01   Spanish: Second Year,LEC: Humanities 1 110,MWF 02:40PM-03:45PM
SPAN 5M - 01   Medical Spanish,LEC: McHenry Lib 1350,MWF 04:00PM-05:05PM
SPAN 6 - 01   Spanish: Second Year,LEC: Merrill Acad 132,MWF 09:20AM-10:25AM
SPAN 114 - 01   Adv Convers & Compo,LEC: Merrill Acad 132,MWF 08:00AM-09:05AM
SPAN 140 - 01   Sounds of Spanish,LEC: Humanities 1 110,MW 05:20PM-06:55PM
SPAN 150 - 01   Intro Hispanic Ling,LEC: Cowell Clrm 131,MWF 12:00PM-01:05PM
SPAN 152 - 01   Spanish in the U.S.,LEC: Humanities 1 110,TuTh 05:20PM-06:55PM
SPAN 190A - 01   Temas lit y cultura,LEC: Soc Sci 2 167,TuTh 11:40AM-01:15PM
SPHS 6 - 01   SpanHeritageSpeakers,LEC: Humanities 1 110,MWF 01:20PM-02:25PM
STAT 5 - 01   Statistics,LEC: Oakes Acad 105,MWF 01:20PM-02:25PM
STAT 5 - 02   Statistics,LEC: Oakes Acad 105,MWF 12:00PM-01:05PM
STAT 5 - 03   Statistics,LEC: Oakes Acad 105,MWF 10:40AM-11:45AM
STAT 7 - 01   StatMthdsBio/Env/Hlth,LEC: Humn Lecture Hall,TuTh 03:20PM-04:55PM
STAT 7L - 01   StatMthdsBioEnvHlthLab,LAB: TBD In Person,Day and Time:
STAT 17 - 01   Stat for Bus Econ,LEC: ClassroomUnit 002,MWF 10:40AM-11:45AM
STAT 17L - 01   Stat Method Econ Lab,LAB: Merrill Acad 102,M 02:40PM-03:45PM
STAT 17L - 02   Stat Method Econ Lab,LAB: Merrill Acad 102,W 02:40PM-03:45PM
STAT 80A - 01   Gambling and Gaming,LEC: Porter Acad 148,TuTh 01:30PM-03:05PM
STAT 80B - 01   Data Visualization,LEC,Cancelled Cancelled
STAT 131 - 01   Intro Prob Theory,LEC: Thim Lecture 001,TuTh 03:20PM-04:55PM
STAT 131 - 02   Intro Prob Theory,LEC: Oakes Acad 105,MWF 09:20AM-10:25AM
STAT 132 - 01   Class/BayesianInfer,LEC: Soc Sci 2 075,TuTh 05:20PM-06:55PM
STAT 155 - 01   Data Science Methods,SEM: McHenry Lib 1350,MWF 09:20AM-10:25AM
STAT 207 - 01   Intermed Bayes Stat,LEC: J Baskin Engr 169,TuTh 11:40AM-01:15PM
STAT 208 - 01   Linear Models,LEC: Soc Sci 2 363,TuTh 01:30PM-03:05PM
STAT 222 - 01   Nonparametric Bayes,LEC: Crown Clrm 105,TuTh 09:50AM-11:25AM
STAT 266A - 01   Introduction to R,LEC: Cowell Acad 216,TuTh 03:20PM-04:55PM
STAT 280B - 01   Sem in Statistics,SEM: J Baskin Engr 156,M 04:00PM-05:05PM
STAT 280D - 01   Sem Bayesian Stats,SEM: J Baskin Engr 156,M 02:40PM-03:45PM
STEV 10 - 01   Skills for College,LEC: Steven Acad 131,Tu 09:50AM-11:25AM
STEV 10 - 02   Skills for College,LEC: Steven Acad 131,Tu 11:40AM-01:15PM
STEV 26 - 01   Navigate University,LEC: Cowell Com 132,Th 01:30PM-03:05PM
STEV 38 - 01   Critical Thinking,SEM: Steven Acad 131,W 03:00PM-04:45PM
STEV 40 - 01   Love & Politics,SEM: Steven Acad 131,TuTh 01:30PM-03:05PM
STEV 50A - 01   Stev Alum:Law Careers,SEM: Steven Acad 131,Tu 06:30PM-08:15PM
STEV 50B - 01   Stev Sci&Tech Career,SEM: Steven Acad 131,Th 06:30PM-08:15PM
STEV 80H - 01   Rainbow Theater,STU: Steven Event Ctr 180,TuTh 07:00PM-10:00PM
STEV 96 - 01   Peer Tutoring,SEM: Cowell Com 132,Tu 11:40AM-01:15PM
THEA 10 - 01   Intro to Design,LEC: Online,Day and Time:
THEA 19 - 01   Lighting Studio A,STU: TA Studio C102,MW 09:20AM-10:55AM
THEA 20 - 01   Intr Studies Acting,STU: TA Mainstage,TuTh 11:40AM-01:15PM
THEA 30 - 01   Intro to Dance,STU: TA Mainstage A104,TuTh 03:20PM-04:55PM
THEA 37 - 01   African Dance,STU: TA Mainstage A105,MW 12:00PM-01:35PM
THEA 50 - 01   Fundamen Production,STU: TA Mainstage,Day and Time:
THEA 56R - 01   Rainbow Theater,STU: Steven Event Ctr 180,TuTh 07:00PM-10:00PM
THEA 61C - 01   Birth of the Modern,LEC: Remote Instruction,TuTh 03:20PM-04:55PM
THEA 80A - 01   African Amer Theatr,LEC: TA Drama B100,TuTh 11:40AM-01:15PM
THEA 80N - 01   Walt Disney,LEC: Online,Day and Time:
THEA 80R - 01   Bollywood Dance,STU: TA 2nd Stage,TuTh 03:20PM-04:55PM
THEA 116A - 01   Hist Cloth & Costum,LEC: TA 2nd Stage,TuTh 09:50AM-11:25AM
THEA 117A - 01   Adv Costume Const,STU: TA Studio C102,MW 04:00PM-05:35PM
THEA 124 - 01   Movement Performers,STU: TA Mainstage A105,TuTh 11:40AM-01:15PM
THEA 126M - 01   Meisner Technique,STU: TA Studio C100,TuTh 01:30PM-03:05PM
THEA 136 - 01   Choreography II,STU: TA Mainstage A105,TuTh 01:30PM-03:05PM
THEA 151 - 01   Stdy Perform Drama,STU: TA Mainstage,"MTuWTh 06:00PM-10:00PM
    F 04:00PM-07:00PM"
THEA 151 - 02   Stdy Perform Drama,STU: TA 2nd Stage,"MTuWTh 06:00PM-10:00PM
    F 04:00PM-07:00PM"
THEA 158 - 01   New Play Festival,STU: TA Drama B100,"MTuWTh 06:00PM-10:00PM
    F 04:00PM-07:00PM"
THEA 160 - 01   Dramatic Theories,LEC: TA Lecture E100,TuTh 01:30PM-03:05PM
THEA 161B - 01   Black Women Theat Expr,LEC: TA Offices J102,MW 04:00PM-05:35PM
THEA 165 - 01   Dance Modernism,LEC: TA Mainstage A104,MW 04:00PM-05:35PM
THEA 290C - 01   Performance Analysis,SEM: TA Offices J101,W 02:00PM-05:00PM
TIM 50 - 01   Business Inf System,LEC: Kresge Acad 3201,TuTh 09:50AM-11:25AM
TIM 80C - 01   Starting New Tech,LEC: Porter Acad 144,TuTh 11:40AM-01:15PM
TIM 147 - 01   Data Mining for Bus,LEC: J Baskin Engr 165,TuTh 01:30PM-03:05PM
TIM 170 - 01   Mgmt of Tech Seminar,SEM: Online,Th 03:20PM-04:55PM
TIM 175 - 01   Bus Strat/Info Syst,LEC: Kresge Acad 3201,TuTh 03:20PM-04:55PM
UCDC 194A - 01   UCDC CoreSeminar,FLD,Day and Time:
UCDC 194B - 01   UCDC Internship,FLD,Day and Time:
WRIT 1 - 01   Intro to Comp,SEM: Hum & Soc Sci 250,MWF 10:40AM-11:45AM
WRIT 1 - 02   Intro to Comp,SEM: Crown Clrm 201,MWF 01:20PM-02:25PM
WRIT 1 - 03   Intro to Comp,SEM: Kresge Acad 3301,MWF 01:20PM-02:25PM
WRIT 1 - 04   Intro to Comp,SEM: Kresge Acad 3301,MWF 12:00PM-01:05PM
WRIT 1 - 07   Intro to Comp,SEM: Merrill Acad 132,MW 05:20PM-06:55PM
WRIT 1 - 08   Intro to Comp,SEM: Hum & Soc Sci 250,Th 01:30PM-03:05PM
WRIT 1E - 01   Intro to Comp,SEM: Kresge Acad 3301,MWF 01:20PM-02:25PM
WRIT 1E - 02   Intro to Comp,SEM: Kresge Acad 3301,MWF 12:00PM-01:05PM
WRIT 2 - 01   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 08:00AM-09:05AM
WRIT 2 - 02   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 12:00PM-01:05PM
WRIT 2 - 04   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,Tu 01:30PM-03:05PM
WRIT 2 - 05   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 05:20PM-06:55PM
WRIT 2 - 06   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 07:10PM-08:45PM
WRIT 2 - 07   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Tu 08:00AM-09:35AM
WRIT 2 - 08   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Tu 09:50AM-11:25AM
WRIT 2 - 09   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Th 11:40AM-01:15PM
WRIT 2 - 10   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Tu 01:30PM-03:05PM
WRIT 2 - 11   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Th 03:20PM-04:55PM
WRIT 2 - 12   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,TuTh 05:20PM-06:55PM
WRIT 2 - 13   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 14   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 15   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 16   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,MW 02:40PM-03:45PM
WRIT 2 - 17   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,Tu 03:20PM-04:55PM
WRIT 2 - 18   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 19   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,Th 08:00AM-09:35AM
WRIT 2 - 20   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,Th 09:50AM-11:25AM
WRIT 2 - 21   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,Th 01:30PM-03:05PM
WRIT 2 - 22   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,TuTh 03:20PM-04:55PM
WRIT 2 - 23   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,TuTh 05:20PM-06:55PM
WRIT 2 - 24   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 25   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 26   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,MWF 08:00AM-09:05AM
WRIT 2 - 27   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 09:20AM-10:25AM
WRIT 2 - 28   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,MWF 10:40AM-11:45AM
WRIT 2 - 30   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,W 05:20PM-06:55PM
WRIT 2 - 31   Rhetoric & Inquiry,SEM: Hum & Soc Sci 350,MWF 09:20AM-10:25AM
WRIT 2 - 32   Rhetoric & Inquiry,SEM: Oakes Acad 102,Th 09:50AM-11:25AM
WRIT 2 - 33   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 34   Rhetoric & Inquiry,SEM: Steven Acad 152,Th 03:20PM-04:55PM
WRIT 2 - 35   Rhetoric & Inquiry,SEM: Soc Sci 1 145,MWF 10:40AM-11:45AM
WRIT 2 - 36   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 37   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 38   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 39   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 40   Rhetoric & Inquiry,SEM: J Baskin Engr 165,MW 12:00PM-01:05PM
WRIT 2 - 41   Rhetoric & Inquiry,SEM: Hum & Soc Sci 250,MW 01:20PM-02:25PM
WRIT 2 - 42   Rhetoric & Inquiry,SEM: Steven Acad 151,MW 08:00AM-09:05AM
WRIT 2 - 43   Rhetoric & Inquiry,SEM: Steven Acad 152,MW 12:00PM-01:05PM
WRIT 2 - 44   Rhetoric & Inquiry,SEM: Steven Acad 152,MW 04:00PM-05:05PM
WRIT 2 - 45   Rhetoric & Inquiry,SEM: Steven Acad 152,MWF 01:20PM-02:25PM
WRIT 2 - 46   Rhetoric & Inquiry,SEM: Steven Acad 152,MWF 02:40PM-03:45PM
WRIT 2 - 47   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 48   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 49   Rhetoric & Inquiry,SEM: Kresge Acad 3301,Tu 03:20PM-04:55PM
WRIT 2 - 50   Rhetoric & Inquiry,SEM: R Carson Acad 252,Tu 01:30PM-03:05PM
WRIT 2 - 51   Rhetoric & Inquiry,SEM: R Carson Acad 252,Tu 03:20PM-04:55PM
WRIT 2 - 52   Rhetoric & Inquiry,SEM: Porter Acad 249,MWF 01:20PM-02:25PM
WRIT 2 - 53   Rhetoric & Inquiry,SEM: Porter Acad 249,MWF 02:40PM-03:45PM
WRIT 2 - 54   Rhetoric & Inquiry,SEM: Kresge Acad 3301,MW 10:40AM-11:45AM
WRIT 2 - 55   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 56   Rhetoric & Inquiry,SEM: Online,Day and Time:
WRIT 2 - 57   Rhetoric & Inquiry,SEM: R Carson Acad 250,MWF 12:00PM-01:05PM
WRIT 2 - 58   Rhetoric & Inquiry,SEM: R Carson Acad 250,W 04:00PM-05:05PM
WRIT 2 - 59   Rhetoric & Inquiry,SEM: Cowell Acad 113,MWF 09:20AM-10:25AM
WRIT 2 - 60   Rhetoric & Inquiry,SEM: Cowell Acad 113,MWF 10:40AM-11:45AM
WRIT 2 - 61   Rhetoric & Inquiry,SEM: Porter Acad 249,Tu 01:30PM-03:05PM
WRIT 2 - 62   Rhetoric & Inquiry,SEM: Oakes Acad 102,TuTh 03:20PM-04:55PM
WRIT 2 - 63   Rhetoric & Inquiry,SEM: Oakes Acad 102,TuTh 05:20PM-06:55PM
